Address,air,alarm,chilled,chiller,cmd,co2,comp,compressor,condenser,current,damper,delay,delta,demand,discharge,enable,energy,entering,enthalpy,fan,fault,fire,flow,high,hot,humidity,leaving,lockout,low,manual,max,min,outside,power,pressure,refrig,reset,return,run,sensor,sp,speed,suction,sys,sysRef,temp,trip,unit,valve,vfd,water,zone
OWeb77000_ChW-Pump-VSD-Output,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,%,,+,+,
OWeb77000_ChW-Restart-Temp-Status~2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,,+,,��C,,,+,
OWeb77000_ChW-Setpoint-Offset,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,��C,,,+,
OWeb77000_ChW-Temp~2e-Sensor-Fault,,,+,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,+,
OWeb77000_Clean-Cycle-Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,,,,,,,,
OWeb77000_Coefficient-Of-Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,
OWeb77000_Comp--1-Dis-Press,,,,,,,1,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,+,,,+,+,,,,,1,,,kPa,,,,
OWeb77000_Comp--2-Dis-Press,,,,,,,2,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,+,,,+,+,,,,,1,,,kPa,,,,
OWeb77000_Comp--3-Dis-Press,,,,,,,3,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,+,,,+,+,,,,,1,,,kPa,,,,
OWeb77000_Comp--4-Dis-Press,,,,,,,4,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,+,,,+,+,,,,,1,,,kPa,,,,
OWeb77000_Comp--5-Dis-Press,,,,,,,5,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,+,,,+,+,,,,,2,,,kPa,,,,
OWeb77000_Comp--6-Dis-Press,,,,,,,6,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,+,,,+,+,,,,,2,,,kPa,,,,
OWeb77000_Comp--7-Dis-Press,,,,,,,7,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,+,,,+,+,,,,,2,,,kPa,,,,
OWeb77000_Comp--8-Dis-Press,,,,,,,8,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,+,,,+,+,,,,,2,,,kPa,,,,
OWeb77000_Comp-1-Man-Rst-Fault,,,,,,,1,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,+,,,,,1,,,,,,,
OWeb77000_Comp-2-Man-Rst-Fault,,,,,,,2,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,+,,,,,1,,,,,,,
OWeb77000_Comp-3-Man-Rst-Fault,,,,,,,3,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,+,,,,,1,,,,,,,
OWeb77000_Comp-4-Man-Rst-Fault,,,,,,,4,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,+,,,,,1,,,,,,,
OWeb77000_Comp-5-Man-Rst-Fault,,,,,,,5,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,+,,,,,2,,,,,,,
OWeb77000_Comp-6-Man-Rst-Fault,,,,,,,6,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,+,,,,,2,,,,,,,
OWeb77000_Comp-7-Man-Rst-Fault,,,,,,,7,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,+,,,,,2,,,,,,,
OWeb77000_Comp-8-Man-Rst-Fault,,,,,,,8,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,+,,,,,2,,,,,,,
OWeb77000_Comp~2e-1-Amps,,,,,,,1,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,1,,,A,,,,
OWeb77000_Comp~2e-1-Control-Status,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,1,,,,,,,
OWeb77000_Comp~2e-1-Demand,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,1,,,%,,,,
OWeb77000_Comp~2e-1-Fault-Status,,,,,,,1,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,+,+,,,,,1,,,,,,,
OWeb77000_Comp~2e-1-IGV-Open-~25,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,1,,,%,,,,
OWeb77000_Comp~2e-1-Input-kWs,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,1,,,kW,,,,
OWeb77000_Comp~2e-1-RPM,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,1,,,rpm,,,,
OWeb77000_Comp~2e-1-Running,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
OWeb77000_Comp~2e-1-Suction-Pressure,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,+,,1,,,kPa,,,,
OWeb77000_Comp~2e-2-Amps,,,,,,,2,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,1,,,A,,,,
OWeb77000_Comp~2e-2-Control-Status,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,1,,,,,,,
OWeb77000_Comp~2e-2-Demand,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,1,,,%,,,,
OWeb77000_Comp~2e-2-Fault-Status,,,,,,,2,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,+,+,,,,,1,,,,,,,
OWeb77000_Comp~2e-2-IGV-Open-~25,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,1,,,%,,,,
OWeb77000_Comp~2e-2-Input-kWs,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,1,,,kW,,,,
OWeb77000_Comp~2e-2-RPM,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,1,,,rpm,,,,
OWeb77000_Comp~2e-2-Running,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
OWeb77000_Comp~2e-2-Suction-Pressure,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,+,,1,,,kPa,,,,
OWeb77000_Comp~2e-3-Amps,,,,,,,3,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,1,,,A,,,,
OWeb77000_Comp~2e-3-Control-Status,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,1,,,,,,,
OWeb77000_Comp~2e-3-Demand,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,1,,,%,,,,
OWeb77000_Comp~2e-3-Fault-Status,,,,,,,3,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,+,+,,,,,1,,,,,,,
OWeb77000_Comp~2e-3-IGV-Open-~25,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,1,,,%,,,,
OWeb77000_Comp~2e-3-Input-kWs,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,1,,,kW,,,,
OWeb77000_Comp~2e-3-RPM,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,1,,,rpm,,,,
OWeb77000_Comp~2e-3-Running,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
OWeb77000_Comp~2e-3-Suction-Pressure,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,+,,1,,,kPa,,,,
OWeb77000_Comp~2e-4-Amps,,,,,,,4,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,1,,,A,,,,
OWeb77000_Comp~2e-4-Control-Status,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,1,,,,,,,
OWeb77000_Comp~2e-4-Demand,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,1,,,%,,,,
OWeb77000_Comp~2e-4-Fault-Status,,,,,,,4,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,+,+,,,,,1,,,,,,,
OWeb77000_Comp~2e-4-IGV-Open-~25,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,1,,,%,,,,
OWeb77000_Comp~2e-4-Input-kWs,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,1,,,kW,,,,
OWeb77000_Comp~2e-4-RPM,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,1,,,rpm,,,,
OWeb77000_Comp~2e-4-Running,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
OWeb77000_Comp~2e-4-Suction-Pressure,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,+,,1,,,kPa,,,,
OWeb77000_Comp~2e-5-Amps,,,,,,,5,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,2,,,A,,,,
OWeb77000_Comp~2e-5-Control-Status,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,2,,,,,,,
OWeb77000_Comp~2e-5-Demand,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,2,,,%,,,,
OWeb77000_Comp~2e-5-Fault-Status,,,,,,,5,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,+,+,,,,,2,,,,,,,
OWeb77000_Comp~2e-5-IGV-Open-~25,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,2,,,%,,,,
OWeb77000_Comp~2e-5-Input-kWs,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,2,,,kW,,,,
OWeb77000_Comp~2e-5-RPM,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,2,,,rpm,,,,
OWeb77000_Comp~2e-5-Running,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
OWeb77000_Comp~2e-5-Suction-Pressure,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,+,,2,,,kPa,,,,
OWeb77000_Comp~2e-6-Amps,,,,,,,6,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,2,,,A,,,,
OWeb77000_Comp~2e-6-Control-Status,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,2,,,,,,,
OWeb77000_Comp~2e-6-Demand,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,2,,,%,,,,
OWeb77000_Comp~2e-6-Fault-Status,,,,,,,6,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,+,+,,,,,2,,,,,,,
OWeb77000_Comp~2e-6-IGV-Open-~25,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,2,,,%,,,,
OWeb77000_Comp~2e-6-Input-kWs,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,2,,,kW,,,,
OWeb77000_Comp~2e-6-RPM,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,2,,,rpm,,,,
OWeb77000_Comp~2e-6-Running,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
OWeb77000_Comp~2e-6-Suction-Pressure,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,+,,2,,,kPa,,,,
OWeb77000_Comp~2e-7-Amps,,,,,,,7,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,2,,,A,,,,
OWeb77000_Comp~2e-7-Control-Status,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,2,,,,,,,
OWeb77000_Comp~2e-7-Demand,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,2,,,%,,,,
OWeb77000_Comp~2e-7-Fault-Status,,,,,,,7,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,+,+,,,,,2,,,,,,,
OWeb77000_Comp~2e-7-IGV-Open-~25,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,2,,,%,,,,
OWeb77000_Comp~2e-7-Input-kWs,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,2,,,kW,,,,
OWeb77000_Comp~2e-7-RPM,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,2,,,rpm,,,,
OWeb77000_Comp~2e-7-Running,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
OWeb77000_Comp~2e-7-Suction-Pressure,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,+,,2,,,kPa,,,,
OWeb77000_Comp~2e-8-Amps,,,,,,,8,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,2,,,A,,,,
OWeb77000_Comp~2e-8-Control-Status,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,2,,,,,,,
OWeb77000_Comp~2e-8-Demand,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,2,,,%,,,,
OWeb77000_Comp~2e-8-Fault-Status,,,,,,,8,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,+,+,,,,,2,,,,,,,
OWeb77000_Comp~2e-8-IGV-Open-~25,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,2,,,%,,,,
OWeb77000_Comp~2e-8-Input-kWs,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,2,,,kW,,,,
OWeb77000_Comp~2e-8-RPM,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,2,,,rpm,,,,
OWeb77000_Comp~2e-8-Running,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
OWeb77000_Comp~2e-8-Suction-Pressure,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,+,,2,,,kPa,,,,
OWeb77000_Cond--Press-~28Sys-1~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,kPa,,,,
OWeb77000_Cond--Press-~28Sys-2~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,kPa,,,,
OWeb77000_CoW-Flow-Fault,,,,,,,,,+,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,+,
OWeb77000_CoW-Flow-Status,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,,,,,,,+,
OWeb77000_CoW-Pump-Start,,,,,+,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,+,
OWeb77000_CoW-Pump-VSD-Output,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,%,,+,+,
OWeb77000_Entering-ChW-Temp~2e,,,+,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,��C,,,+,
OWeb77000_Entering-CoW-Temp~2e,,,,,,,,,+,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,��C,,,+,
OWeb77000_Evap--Press-~28Sys-1~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,1,,,,kPa,,,,
OWeb77000_Evap--Press-~28Sys-2~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,2,,,,kPa,,,,
OWeb77000_EXV-Position-system-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,%,,,,
OWeb77000_EXV-Position-system-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,%,,,,
OWeb77000_HP-Fault-~28system-1~29,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,
OWeb77000_HP-Fault-~28system-2~29,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,
OWeb77000_Leaving-ChW-Temp~2e,,,+,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,+,,,,,,+,,��C,,,+,
OWeb77000_Leaving-CoW-Temp~2e,,,,,,,,,+,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,+,,,,,,+,,��C,,,+,
OWeb77000_Local-Off-~2e-On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWeb77000_Low-Water-Temp~2e-Fault,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,+,,,+,,,,,,,,+,,,,,,+,,,,,,
OWeb77000_LP-Fault-~28system-1~29,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,
OWeb77000_LP-Fault-~28system-2~29,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,
OWeb77000_Minimum-Off-Delay,,,,,+,,,,,,,+,,,,,,,,,,,,,,,,,+,,,+,,,,,,,+,,,,,,,,,,,,,
OWeb77000_Number-Of-Comps~2e-Running,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,
OWeb77000_Primary-Status-Line-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,,,,,,,,
OWeb77000_Primary-Status-Line-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,,,,,,,,
OWeb77000_Refrig-Liq-Lvl-Sys-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,+,,,,,,,,%,,,,
OWeb77000_Refrig-Liq-Lvl-Sys-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,+,,,,,,,,%,,,,
OWeb77000_Refrigeration-kWs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,+,,,,,,,,kW,,,,
OWeb77000_Remote-Start-~2d-HLI,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,
OWeb77000_Remote-Start-Signal,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,
OWeb77000_Return-ChW-Restart-Temp,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,+,,,,,+,,��C,,,+,
OWeb77000_Secondary-Status-Line-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,,,,,,,,
OWeb77000_Secondary-Status-Line-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,,,,,,,,
OWeb77000_Solenoid-Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,,,,,,,,
OWeb77000_Sump-Pump-Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,,,,,,,,
OWeb77000_Sump-Water-Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWeb77000_Sys-1-Man-Reset-Fault,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,+,,,+,,,,,,,,,,,,
OWeb77000_Sys-2-Man-Reset-Fault,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,+,,,+,,,,,,,,,,,,
OWeb77000_System-1-Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWeb77000_System-2-Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWeb77000_Total-Chiller-Amps,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,A,,,,
OWeb77000_Total-Input-Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,kW,,,,
OWeb77000_User-ChW-Setpoint,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,��C,,,+,
OWeb77000_Wet-Cycle-Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,,,,,,,,
OWeb77002_Amb-Air-Temp-Lockout,,,,,+,,,,,,,,,,,,,,,,+,,,,,,,+,,,,,,,,,,,,,,,,,,+,,��C,,,,
OWeb77002_Ambient-Air-Temp~2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,��C,,,,
OWeb77002_Ch-Global-Lockout-Fault,,,,,,,,,,,,,,,,,,,,,+,,,,,,,+,,,,,,,,,,,,+,,,,,,,,,,,,
OWeb77002_Chiller-Demand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,%,,,,
OWeb77002_Chiller-Manual-Reset-Fault,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,+,,,,,,,+,,,+,,,,,,,,,,,,
OWeb77002_Chiller-Running,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWeb77002_ChW-Control-Setpoint,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,��C,,,+,
OWeb77002_ChW-Flow,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,+,,,,,,,,L/s,,,+,
OWeb77002_ChW-Flow-Status,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,,,,,,,+,
OWeb77002_ChW-Pressure-Drop,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,kPa,,,+,
OWeb77002_ChW-Pump-Start,,,+,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,+,
OWeb77002_ChW-Pump-VSD-Output,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,%,,+,+,
OWeb77002_ChW-Restart-Temp-Status~2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,,+,,��C,,,+,
OWeb77002_ChW-Setpoint-Offset,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,��C,,,+,
OWeb77002_ChW-Temp~2e-Sensor-Fault,,,+,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,+,
OWeb77002_Clean-Cycle-Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,,,,,,,,
OWeb77002_Coefficient-Of-Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,
OWeb77002_Comp--1-Dis-Press,,,,,,,1,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,+,,,+,+,,,,,1,,,kPa,,,,
OWeb77002_Comp--2-Dis-Press,,,,,,,2,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,+,,,+,+,,,,,1,,,kPa,,,,
OWeb77002_Comp--3-Dis-Press,,,,,,,3,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,+,,,+,+,,,,,1,,,kPa,,,,
OWeb77002_Comp--4-Dis-Press,,,,,,,4,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,+,,,+,+,,,,,1,,,kPa,,,,
OWeb77002_Comp--5-Dis-Press,,,,,,,5,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,+,,,+,+,,,,,2,,,kPa,,,,
OWeb77002_Comp--6-Dis-Press,,,,,,,6,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,+,,,+,+,,,,,2,,,kPa,,,,
OWeb77002_Comp--7-Dis-Press,,,,,,,7,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,+,,,+,+,,,,,2,,,kPa,,,,
OWeb77002_Comp--8-Dis-Press,,,,,,,8,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,+,,,+,+,,,,,2,,,kPa,,,,
OWeb77002_Comp-1-Man-Rst-Fault,,,,,,,1,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,+,,,,,1,,,,,,,
OWeb77002_Comp-2-Man-Rst-Fault,,,,,,,2,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,+,,,,,1,,,,,,,
OWeb77002_Comp-3-Man-Rst-Fault,,,,,,,3,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,+,,,,,1,,,,,,,
OWeb77002_Comp-4-Man-Rst-Fault,,,,,,,4,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,+,,,,,1,,,,,,,
OWeb77002_Comp-5-Man-Rst-Fault,,,,,,,5,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,+,,,,,2,,,,,,,
OWeb77002_Comp-6-Man-Rst-Fault,,,,,,,6,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,+,,,,,2,,,,,,,
OWeb77002_Comp-7-Man-Rst-Fault,,,,,,,7,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,+,,,,,2,,,,,,,
OWeb77002_Comp-8-Man-Rst-Fault,,,,,,,8,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,+,,,,,2,,,,,,,
OWeb77002_Comp~2e-1-Amps,,,,,,,1,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,1,,,A,,,,
OWeb77002_Comp~2e-1-Control-Status,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,1,,,,,,,
OWeb77002_Comp~2e-1-Demand,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,1,,,%,,,,
OWeb77002_Comp~2e-1-Fault-Status,,,,,,,1,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,+,+,,,,,1,,,,,,,
OWeb77002_Comp~2e-1-IGV-Open-~25,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,1,,,%,,,,
OWeb77002_Comp~2e-1-Input-kWs,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,1,,,kW,,,,
